CntyName,DistName,Total SAT Score,COMMTYPE,Graduation Rate,Median Income by County
Refugio County,Refugio ISD,990,Rural,95.9,"$45,366 "
Robertson County,Bremond ISD,907,Rural,100,"$42,680 "
Robertson County,Franklin ISD,965,Non-metropolitan Stable,100,"$42,680 "
Robertson County,Hearne ISD,795,Rural,94.6,"$42,680 "
Robertson County,Mumford ISD,1036,Independent Town,97.2,"$42,680 "
Rockwall County,Rockwall ISD,1052,Non-metropolitan Stable,92.3,"$97,484 "
Rockwall County,Royse City ISD,949,Other Central City,93.5,"$97,484 "
Runnels County,Ballinger ISD,1060,Other Central City Suburban,100,"$40,112 "
Runnels County,Miles ISD,1080,Rural,86.1,"$40,112 "
Runnels County,Winters ISD,904,Other Central City Suburban,88.9,"$40,112 "
Rusk County,Henderson ISD,1013,Rural,77.1,"$46,421 "
Rusk County,Overton ISD,837,Non-metropolitan Stable,100,"$46,421 "
Rusk County,Tatum ISD,919,Non-metropolitan Stable,93.1,"$46,421 "
Rusk County,Carlisle ISD,969,Other Central City,99,"$46,421 "
Rusk County,West Rusk County Consolidated ISD,874,Other Central City Suburban,100,"$46,421 "
Sabine County,Hemphill ISD,1046,Rural,97.9,"$38,451 "
Sabine County,West Sabine ISD,789,Rural,98.2,"$38,451 "
San Augustine County,San Augustine ISD,864,Rural,98.9,"$36,426 "
San Augustine County,Broaddus ISD,927,Rural,100,"$36,426 "
San Jacinto County,Coldspring-Oakhurst CISD,884,Rural,92.5,"$45,794 "
San Jacinto County,Shepherd ISD,929,Non-metropolitan Stable,100,"$45,794 "
San Patricio County,Aransas Pass ISD,912,Rural,100,"$51,667 "
San Patricio County,Gregory-Portland ISD,988,Rural,100,"$51,667 "
San Patricio County,Ingleside ISD,862,Rural,93.8,"$51,667 "
San Patricio County,Mathis ISD,895,Rural,93.5,"$51,667 "
San Patricio County,Odem-Edroy ISD,927,Rural,97.4,"$51,667 "
San Patricio County,Sinton ISD,886,Rural,100,"$51,667 "
San Patricio County,Taft ISD,990,Rural,94.4,"$51,667 "
San Saba County,San Saba ISD,993,Other Central City Suburban,91.7,"$39,995 "
San Saba County,Richland Springs ISD,955,Other Central City Suburban,90.1,"$39,995 "
San Saba County,Cherokee ISD,1005,Rural,95.1,"$39,995 "
Schleicher County,Schleicher ISD,915,Other Central City Suburban,92.8,"$47,258 "
Scurry County,Snyder ISD,792,Other Central City Suburban,97.7,"$50,316 "
Shackelford County,Albany ISD,972,Non-metropolitan Stable,100,"$50,316 "
Shackelford County,Moran ISD,1003,Rural,100,"$50,316 "
Shelby County,Center ISD,883,Rural,92,"$37,410 "
Shelby County,Tenaha ISD,812,Rural,94.1,"$37,410 "
Smith County,Arp ISD,988,Independent Town,92,"$52,520 "
Smith County,Bullard ISD,992,Rural,97.2,"$52,520 "
Smith County,Lindale ISD,1000,Rural,97.1,"$52,520 "
Smith County,Troup ISD,990,Rural,50,"$52,520 "
Smith County,Tyler ISD,944,Rural,86.7,"$52,520 "
Smith County,Whitehouse ISD,1021,Other Central City Suburban,100,"$52,520 "
Smith County,Chapel Hill ISD,852,Rural,100,"$52,520 "
Smith County,Winona ISD,840,Non-metropolitan Stable,97.3,"$52,520 "
Somervell County,Brazos River Charter School,840,Non-metropolitan Stable,92.7,"$56,944 "
Somervell County,Glen Rose ISD,1003,Rural,96.4,"$56,944 "
Starr County,Rio Grande City CISD,860,Rural,100,"$26,691 "
Starr County,San Isidro ISD,NAN,Rural,100,"$26,691 "
Starr County,Roma ISD,1025,Independent Town,100,"$26,691 "
Stephens County,Breckenridge ISD,946,Independent Town,93.4,"$42,831 "
Sutton County,Sonora ISD,920,Other Central City Suburban,100,"$54,760 "
Swisher County,Tulia ISD,1113,Other Central City Suburban,100,"$38,790 "
Tarrant County,The Oakridge School,1203,Other Central City Suburban,93.3,"$61,553 "
Tarrant County,Gateway School,NAN,Non-metropolitan Stable,94.9,"$61,553 "
Tarrant County,Treetops School International,1087,Non-metropolitan Stable,97.9,"$61,553 "
Tarrant County,Fort Worth Academy Of Fine Arts,1084,Independent Town,100,"$61,553 "
Tarrant County,Westlake Academy Charter School,1164,Other Central City Suburban,97.3,"$61,553 "
Tarrant County,Uplift Education-Summit Internatio,1022,Rural,94,"$61,553 "
Tarrant County,Newman International Academy Of Ar,905,Rural,98.7,"$61,553 "
Tarrant County,Prime Prep Academy,765,Rural,100,"$61,553 "
Tarrant County,Arlington ISD,949,Rural,97.1,"$61,553 "
Tarrant County,Birdville ISD,985,Rural,95.5,"$61,553 "
Tarrant County,Everman ISD,829,Non-metropolitan Stable,87.5,"$61,553 "
Tarrant County,Fort Worth ISD,821,Rural,100,"$61,553 "
Tarrant County,Grapevine-Colleyville ISD,1102,Rural,96.2,"$61,553 "
Tarrant County,Keller ISD,1037,Rural,88.6,"$61,553 "
Tarrant County,Mansfield ISD,983,Non-metropolitan Stable,89.3,"$61,553 "
Tarrant County,Lake Worth ISD,877,Rural,98.2,"$61,553 "
Tarrant County,Crowley ISD,898,Rural,98.4,"$61,553 "
Tarrant County,Kennedale ISD,961,Rural,89.3,"$61,553 "
Tarrant County,Azle ISD,970,Rural,96.2,"$61,553 "
Tarrant County,Hurst-Euless-Bedford ISD,1008,Rural,95.7,"$61,553 "
Tarrant County,Castleberry ISD,886,Rural,97,"$61,553 "
Tarrant County,Eagle Mt-Saginaw ISD,978,Rural,97.2,"$61,553 "
Tarrant County,Carroll ISD,1187,Rural,84.7,"$61,553 "
Tarrant County,White Settlement ISD,925,Other Central City Suburban,93,"$61,553 "
Taylor County,Texas College Preparatory Academie,1052,Other Central City Suburban,93.3,"$48,215 "
Taylor County,Abilene ISD,963,Non-metropolitan Stable,95.6,"$48,215 "
Taylor County,Merkel ISD,946,Other Central City,87.4,"$48,215 "
Taylor County,Jim Ned CISD,1044,Other Central City Suburban,100,"$48,215 "
Taylor County,Wylie ISD,1084,Other Central City Suburban,96.9,"$48,215 "
Terrell County,Terrell County ISD,NAN,Other Central City Suburban,92.9,"$41,114 "
Terry County,Brownfield ISD,794,Non-metropolitan Stable,100,"$38,910 "
Terry County,Meadow ISD,960,Other Central City Suburban,100,"$38,910 "
Terry County,Wellman-Union CISD,957,Rural,90,"$38,910 "
Throckmorton County,Throckmorton ISD,923,Independent Town,97.7,"$42,876 "
Titus County,Mount Pleasant ISD,882,Non-metropolitan Stable,100,"$45,324 "
Titus County,Chapel Hill ISD,993,Non-metropolitan Fast Growing,93.4,"$45,324 "
Tom Green County,Texas Leadership,1018,Rural,100,"$48,221 "
Tom Green County,Christoval ISD,1107,Non-metropolitan Stable,94.4,"$48,221 "
Tom Green County,San Angelo ISD,977,Rural,80,"$48,221 "
Tom Green County,Water Valley ISD,1023,Non-metropolitan Stable,90.4,"$48,221 "
Tom Green County,Wall ISD,1042,Rural,93.5,"$48,221 "
Tom Green County,Grape Creek ISD,899,Major Urban,100,"$48,221 "
Tom Green County,Veribest ISD,1002,Major Suburban,97,"$48,221 "
Travis County,University Of Texas At Austin H S,1118,Major Suburban,100,"$70,068 "
Travis County,Nyos Charter School,1045,Major Urban,95.8,"$70,068 "
Travis County,University Of Texas University Cha,990,Major Suburban,94.8,"$70,068 "
Travis County,Chaparral Star Academy,1151,Major Suburban,97.7,"$70,068 "
Travis County,Harmony Science Academy (Austin),976,Major Suburban,97.8,"$70,068 "
Travis County,Kipp Austin Public Schools Inc,NAN,Major Suburban,97.3,"$70,068 "
Travis County,Austin ISD,1025,Major Suburban,89.9,"$70,068 "
Travis County,Pflugerville ISD,959,Major Suburban,95.2,"$70,068 "
Travis County,Manor ISD,839,Major Suburban,87.3,"$70,068 "
Travis County,Eanes ISD,1210,Major Suburban,88.7,"$70,068 "
Travis County,Del Valle ISD,877,Major Suburban,70.6,"$70,068 "
Travis County,Lago Vista ISD,1049,Major Suburban,98.3,"$70,068 "
Travis County,Lake Travis ISD,1107,Major Suburban,95.7,"$70,068 "
Trinity County,Groveton ISD,961,Major Suburban,100,"$38,973 "
Trinity County,Trinity ISD,838,Other Central City,89.3,"$38,973 "
Trinity County,Centerville ISD,968,Other Central City Suburban,91.9,"$38,973 "
Trinity County,Apple Springs ISD,907,Rural,95.2,"$38,973 "
Tyler County,Colmesneil ISD,964,Non-metropolitan Stable,95.7,"$43,617 "
Tyler County,Woodville ISD,912,Other Central City Suburban,95,"$43,617 "
Tyler County,Warren ISD,960,Rural,94.4,"$43,617 "
Tyler County,Spurger ISD,996,Non-metropolitan Stable,85.1,"$43,617 "
Tyler County,Chester ISD,NAN,Rural,100,"$43,617 "
Upshur County,Big Sandy ISD,981,Rural,87.5,"$49,015 "
Upshur County,Gilmer ISD,891,Rural,100,"$49,015 "
Upshur County,Ore City ISD,1057,Rural,98.4,"$49,015 "
Upshur County,Union Hill ISD,NAN,Independent Town,84.1,"$49,015 "
Upshur County,Harmony ISD,954,Rural,92.2,"$49,015 "
Upshur County,New Diana ISD,959,Non-metropolitan Stable,92.5,"$49,015 "
Upshur County,Union Grove ISD,947,Non-metropolitan Fast Growing,85.1,"$49,015 "
Upton County,Rankin ISD,1055,Rural,97,"$56,335 "
Uvalde County,Knippa ISD,1038,Other Central City,96,"$36,913 "
Uvalde County,Sabinal ISD,870,Rural,94.5,"$36,913 "
Uvalde County,Uvalde CISD,843,Other Central City Suburban,97.5,"$36,913 "
Uvalde County,Utopia ISD,994,Other Central City Suburban,93.7,"$36,913 "
Val Verde County,San Felipe-Del Rio CISD,921,Rural,94.7,"$42,104 "
Val Verde County,Comstock ISD,1084,Major Urban,96.4,"$42,104 "
Van Zandt County,Ranch Academy,958,Major Suburban,95.9,"$49,751 "
Van Zandt County,Canton ISD,1034,Major Suburban,92.9,"$49,751 "
Van Zandt County,Edgewood ISD,975,Major Suburban,95.1,"$49,751 "
Van Zandt County,Grand Saline ISD,927,Major Suburban,99,"$49,751 "
Van Zandt County,Martins Mill ISD,1027,Non-metropolitan Stable,92.7,"$49,751 "
Van Zandt County,Van ISD,987,Major Suburban,62.6,"$49,751 "
Van Zandt County,Wills Point ISD,991,Rural,95.6,"$49,751 "
Van Zandt County,Fruitvale ISD,NAN,Non-metropolitan Stable,88.5,"$49,751 "
Victoria County,Bloomington ISD,864,Rural,100,"$53,659 "
Victoria County,Victoria ISD,943,Rural,97.7,"$53,659 "
Walker County,Raven School,953,Rural,98.3,"$42,709 "
Walker County,New Waverly ISD,902,Non-metropolitan Stable,90,"$42,709 "
Walker County,Huntsville ISD,942,Non-metropolitan Stable,91.4,"$42,709 "
Waller County,Hempstead ISD,790,Rural,100,"$56,407 "
Waller County,Waller ISD,929,Rural,100,"$56,407 "
Waller County,Royal ISD,797,Rural,92.3,"$56,407 "
Ward County,Monahans-Wickett-Pyote ISD,1030,Other Central City Suburban,100,"$63,809 "
Ward County,Grandfalls-Royalty ISD,900,Non-metropolitan Stable,99.1,"$63,809 "
Washington County,Brenham ISD,1016,Rural,90.8,"$53,157 "
Washington County,Burton ISD,958,Independent Town,100,"$53,157 "
Webb County,Texas A&M International University,1020,Other Central City Suburban,100,"$36,718 "
Webb County,Gateway Academy Charter District,748,Rural,92.1,"$36,718 "
Webb County,Laredo ISD,817,Rural,88.5,"$36,718 "
Webb County,United ISD,894,Rural,97.4,"$36,718 "
Webb County,Webb CISD,861,Non-metropolitan Fast Growing,94.9,"$36,718 "
Wharton County,Boling ISD,1018,Rural,95.2,"$46,097 "
Wharton County,East Bernard ISD,1007,Independent Town,98,"$46,097 "
Wharton County,El Campo ISD,942,Rural,32.1,"$46,097 "
Wharton County,Wharton ISD,960,Independent Town,93.8,"$46,097 "
Wharton County,Louise ISD,890,Rural,98,"$46,097 "
Wheeler County,Kelton ISD,NAN,Independent Town,92.5,"$47,476 "
Wichita County,Bright Ideas Charter,768,Non-metropolitan Stable,93.6,"$45,071 "
Wichita County,Burkburnett ISD,1023,Non-metropolitan Stable,97.3,"$45,071 "
Wichita County,Electra ISD,863,Rural,90.8,"$45,071 "
Wichita County,Iowa Park CISD,1009,Other Central City Suburban,98,"$45,071 "
Wichita County,Wichita Falls ISD,971,Other Central City Suburban,92.2,"$45,071 "
Wichita County,City View ISD,941,Rural,92.4,"$45,071 "
Wilbarger County,Vernon ISD,1039,Non-metropolitan Stable,94.6,"$40,955 "
Willacy County,Lasara ISD,917,Independent Town,89.6,"$31,225 "
Willacy County,Lyford CISD,901,Rural,88.9,"$31,225 "
Willacy County,Raymondville ISD,795,Non-metropolitan Stable,100,"$31,225 "
Willacy County,San Perlita ISD,842,Independent Town,100,"$31,225 "
Williamson County,Meridian World School Llc,NAN,Non-metropolitan Stable,90.6,"$82,370 "
Williamson County,Florence ISD,967,Independent Town,93.8,"$82,370 "
Williamson County,Georgetown ISD,1047,Other Central City Suburban,90.4,"$82,370 "
Williamson County,Granger ISD,978,Other Central City Suburban,96,"$82,370 "
Williamson County,Hutto ISD,940,Rural,100,"$82,370 "
Williamson County,Jarrell ISD,1012,Independent Town,95.3,"$82,370 "
Williamson County,Liberty Hill ISD,1041,Rural,96.4,"$82,370 "
Williamson County,Round Rock ISD,1090,Other Central City Suburban,95.3,"$82,370 "
Williamson County,Taylor ISD,945,Other Central City,88.9,"$82,370 "
Williamson County,Thrall ISD,926,Rural,98.6,"$82,370 "
Williamson County,Leander ISD,1087,Other Central City Suburban,97,"$82,370 "
Wilson County,Floresville ISD,992,Other Central City Suburban,97.7,"$66,045 "
Wilson County,La Vernia ISD,978,Independent Town,94.1,"$66,045 "
Wilson County,Poth ISD,935,Non-metropolitan Stable,100,"$66,045 "
Wilson County,Stockdale ISD,884,Rural,90.9,"$66,045 "
Wise County,Alvord ISD,974,Non-metropolitan Fast Growing,90.2,"$57,609 "
Wise County,Boyd ISD,934,Rural,77.7,"$57,609 "
Wise County,Bridgeport ISD,955,Rural,100,"$57,609 "
Wise County,Chico ISD,894,Rural,86.5,"$57,609 "
Wise County,Decatur ISD,979,Other Central City Suburban,100,"$57,609 "
Wise County,Paradise ISD,984,Rural,61.7,"$57,609 "
Wise County,Slidell ISD,995,Other Central City Suburban,99.2,"$57,609 "
Wood County,Hawkins ISD,876,Other Central City,96.9,"$47,260 "
Wood County,Mineola ISD,920,Other Central City Suburban,86.3,"$47,260 "
Wood County,Quitman ISD,968,Rural,100,"$47,260 "
Wood County,Yantis ISD,983,Non-metropolitan Stable,97.8,"$47,260 "
Wood County,Alba-Golden ISD,912,Rural,94.7,"$47,260 "
Wood County,Winnsboro ISD,1075,Rural,96.8,"$47,260 "
Yoakum County,Denver City ISD,865,Non-metropolitan Stable,85.5,"$57,114 "
Yoakum County,Plains ISD,1193,Other Central City Suburban,85.2,"$57,114 "
Young County,Graham ISD,1003,Rural,11.3,"$52,133 "
Young County,Newcastle ISD,NAN,Non-metropolitan Stable,96.8,"$52,133 "
Zapata County,Zapata County ISD,917,Other Central City,86.8,"$34,136 "
Zavala County,Crystal City ISD,926,Rural,90.6,"$25,507 "
Zavala County,La Pryor ISD,670,Other Central City Suburban,97.4,"$25,507 "
